"fullName" "position" "season" "team" "fantasyPoints" "games" "goals" "assists" "points" "plusMinus" "shortHandedPoints" "shots" "hits" "blocked" "wins" "goalsAgainst" "saves" "shutouts"
"David Rittich" "G" 20212022 "Nashville Predators" 30.1 17 0 0 0 0 0 0 0 0 6 49 382 0
"Thomas Harley" "D" 20212022 "Dallas Stars" 30 34 1 3 4 -4 0 36 30 30 0 0 0 0
"Urho Vaakanainen" "D" 20212022 "Boston Bruins" 29.7 29 0 6 6 -5 0 27 27 28 0 0 0 0
"Jon Gillies" "G" 20212022 "St. Louis Blues" 29.6 20 0 0 0 0 0 0 0 0 3 62 488 0
"Mark Friedman" "D" 20212022 "Pittsburgh Penguins" 29.6 26 1 4 5 1 0 27 27 25 0 0 0 0
"Gabriel Vilardi" "C" 20212022 "Los Angeles Kings" 29.6 25 5 2 7 -5 0 41 6 9 0 0 0 0
"Morgan Barron" "C" 20212022 "New York Rangers" 29.6 27 2 3 5 -4 0 33 49 8 0 0 0 0
"Kevin Labanc" "W" 20212022 "San Jose Sharks" 29.3 21 3 3 6 -4 0 36 28 9 0 0 0 0
"Nolan Patrick" "C" 20212022 "Vegas Golden Knights" 29.2 25 2 5 7 1 0 34 26 3 0 0 0 0
"Matt Irwin" "D" 20212022 "Washington Capitals" 28.3 17 1 3 4 0 0 29 36 21 0 0 0 0
"Spencer Martin" "G" 20212022 "Vancouver Canucks" 28.25 6 0 0 0 0 0 0 0 0 3 11 207 0
"Matt Luff" "W" 20212022 "Nashville Predators" 28.1 23 3 3 6 3 0 26 29 4 0 0 0 0
"Victor Mete" "D" 20212022 "Ottawa Senators" 27.7 37 0 7 7 -19 0 27 13 38 0 0 0 0
"Oskar Steen" "C" 20212022 "Boston Bruins" 27.5 20 2 4 6 -1 0 25 32 8 0 0 0 0
"Matty Beniers" "C" 20212022 "Seattle Kraken" 26.9 10 3 6 9 -1 0 18 7 4 0 0 0 0
"Ryan Merkley" "D" 20212022 "San Jose Sharks" 26.2 39 1 5 6 -10 0 36 12 22 0 0 0 0
"Jonas Rondbjerg" "W" 20212022 "Vegas Golden Knights" 25.9 30 2 4 6 0 0 30 13 11 0 0 0 0
"Marian Studenic" "W" 20212022 "New Jersey Devils" 25.8 33 2 2 4 -7 0 42 25 15 0 0 0 0
"Drew O'Connor" "W" 20212022 "Pittsburgh Penguins" 25.2 22 3 2 5 -1 0 40 12 7 0 0 0 0
"Markus Niemelainen" "D" 20212022 "Edmonton Oilers" 25 20 0 1 1 -5 0 12 82 19 0 0 0 0
"Radim Zohorna" "W" 20212022 "Pittsburgh Penguins" 24.9 17 2 4 6 12 0 9 23 3 0 0 0 0
"Kyle Clifford" "W" 20212022 "St. Louis Blues" 24.8 25 1 3 4 -5 0 29 50 5 0 0 0 0
"Cole Perfetti" "C" 20212022 "Winnipeg Jets" 24.5 18 2 5 7 1 0 21 17 2 0 0 0 0
"Joe Snively" "C" 20212022 "Washington Capitals" 24.4 12 4 3 7 3 0 21 2 3 0 0 0 0
"Nils Lundkvist" "D" 20212022 "New York Rangers" 24.1 25 1 3 4 4 0 32 15 15 0 0 0 0
"Ukko-Pekka Luukkonen" "G" 20212022 "Buffalo Sabres" 23.7 9 0 0 0 0 0 0 0 0 2 23 254 0
"Dylan Samberg" "D" 20212022 "Winnipeg Jets" 23.6 15 0 5 5 3 0 14 21 19 0 0 0 0
"Austin Czarnik" "C" 20212022 "New York Islanders" 23 17 2 5 7 5 0 14 3 7 0 0 0 0
"Charlie Lindgren" "G" 20212022 "St. Louis Blues" 22.95 5 0 0 0 0 0 0 0 0 5 5 113 0
"Jonathan Bernier" "G" 20212022 "New Jersey Devils" 22.9 10 0 0 0 0 0 0 0 0 4 26 238 0
"Ronnie Attard" "D" 20212022 "Philadelphia Flyers" 22.5 15 2 2 4 -2 0 16 24 17 0 0 0 0
"Robin Salo" "D" 20212022 "New York Islanders" 22.3 21 1 4 5 -6 0 24 7 23 0 0 0 0
"Sammy Blais" "W" 20212022 "New York Rangers" 22.1 14 0 4 4 3 0 17 37 8 0 0 0 0
"Axel Jonsson-Fjallby" "W" 20212022 "Washington Capitals" 21.8 23 2 2 4 0 0 29 18 8 0 0 0 0
"Thomas Novak" "C" 20212022 "Nashville Predators" 21.4 27 1 6 7 -4 0 25 4 6 0 0 0 0
"Colton White" "D" 20212022 "New Jersey Devils" 21.2 27 0 4 4 2 0 18 24 14 0 0 0 0
"Alex Barré-Boulet" "C" 20212022 "Seattle Kraken" 21.1 16 3 3 6 0 0 16 10 3 0 0 0 0
"Drake Caggiula" "C" 20212022 "Buffalo Sabres" 20.9 18 2 3 5 -4 0 23 17 7 0 0 0 0
"Jalen Chatfield" "D" 20212022 "Carolina Hurricanes" 20.7 16 0 3 3 1 0 25 32 10 0 0 0 0
"Kevin Bahl" "D" 20212022 "New Jersey Devils" 20.5 17 1 3 4 -6 0 16 28 15 0 0 0 0
"Mike Hardman" "W" 20212022 "Chicago Blackhawks" 20.2 21 0 2 2 -6 0 12 60 12 0 0 0 0
"Scott Perunovich" "D" 20212022 "St. Louis Blues" 20 19 0 6 6 2 0 14 5 12 0 0 0 0
"Brett Murray" "W" 20212022 "Buffalo Sabres" 19.9 19 2 4 6 -3 0 14 17 2 0 0 0 0
"Nathan Smith" "C" 20212022 "Arizona Coyotes" 19.5 10 2 2 4 -1 0 14 26 6 0 0 0 0
"Aaron Dell" "G" 20212022 "Buffalo Sabres" 19 12 0 0 0 0 0 0 0 0 1 38 316 0
"Mark Jankowski" "C" 20212022 "Buffalo Sabres" 18.8 19 2 3 5 2 0 14 5 8 0 0 0 0
"Lassi Thomson" "D" 20212022 "Ottawa Senators" 18.5 16 0 5 5 -8 0 18 23 9 0 0 0 0
"Ville Heinola" "D" 20212022 "Winnipeg Jets" 18.3 12 0 5 5 -2 0 25 9 7 0 0 0 0
"Jack McBain" "C" 20212022 "Arizona Coyotes" 18.1 10 2 1 3 -6 0 13 33 9 0 0 0 0
"Jesse Ylonen" "W" 20212022 "Montréal Canadiens" 18 14 2 3 5 2 0 16 5 4 0 0 0 0
"Lane Pederson" "C" 20212022 "San Jose Sharks" 17.8 29 0 2 2 -16 0 24 54 10 0 0 0 0
"Jacob Moverare" "D" 20212022 "Los Angeles Kings" 17.4 19 0 2 2 3 0 15 16 21 0 0 0 0
"Justin Dowling" "C" 20212022 "Vancouver Canucks" 17.2 22 2 2 4 -3 0 17 10 9 0 0 0 0
"Isaac Ratcliffe" "W" 20212022 "Philadelphia Flyers" 17.1 10 1 3 4 -1 0 14 16 8 0 0 0 0
"Tyler Benson" "W" 20212022 "Edmonton Oilers" 17 29 1 1 2 -5 0 18 45 3 0 0 0 0
"Joseph Woll" "G" 20212022 "Toronto Maple Leafs" 17 4 0 0 0 0 0 0 0 0 3 11 112 1
"Alec Regula" "D" 20212022 "Chicago Blackhawks" 16.8 15 1 0 1 -1 0 18 21 21 0 0 0 0
"Jakub Zboril" "D" 20212022 "Boston Bruins" 16.7 10 0 3 3 1 0 13 24 10 0 0 0 0
"Michal Kempny" "D" 20212022 "Washington Capitals" 16.2 15 1 1 2 -3 0 10 22 19 0 0 0 0
"Jonny Brodzinski" "C" 20212022 "New York Rangers" 16.1 22 1 1 2 1 0 34 8 8 0 0 0 0
"Nick Blankenburg" "D" 20212022 "Columbus Blue Jackets" 16.1 7 1 2 3 -3 0 13 19 12 0 0 0 0
"Benoit-Olivier Groulx" "C" 20212022 "Anaheim Ducks" 16 18 1 2 3 0 0 17 19 6 0 0 0 0
"Nolan Foote" "W" 20212022 "New Jersey Devils" 15.8 7 3 1 4 3 0 10 8 1 0 0 0 0
"Carson Meyer" "W" 20212022 "Columbus Blue Jackets" 15.6 13 1 2 3 0 0 13 27 2 0 0 0 0
"Adam Brooks" "C" 20212022 "Montréal Canadiens" 15.4 25 2 1 3 2 0 14 11 6 0 0 0 0
"Philip Broberg" "D" 20212022 "Edmonton Oilers" 15.4 23 1 2 3 -8 0 29 10 10 0 0 0 0
"Ryan Ellis" "D" 20212022 "Philadelphia Flyers" 14.8 4 1 4 5 2 0 6 1 6 0 0 0 0
"Mason McTavish" "C" 20212022 "Anaheim Ducks" 14.7 9 2 1 3 3 0 12 8 6 0 0 0 0
"Marc McLaughlin" "C" 20212022 "Boston Bruins" 14.7 11 3 0 3 -1 0 12 15 2 0 0 0 0
"Alex Vlasic" "D" 20212022 "Chicago Blackhawks" 14.6 15 1 1 2 -2 0 12 15 16 0 0 0 0
"Mason Geertsen" "D" 20212022 "New Jersey Devils" 14.3 25 0 0 0 -6 0 12 58 7 0 0 0 0
"Lias Andersson" "C" 20212022 "Los Angeles Kings" 14.2 20 1 1 2 -7 0 29 23 3 0 0 0 0
"William Lockwood" "W" 20212022 "Vancouver Canucks" 14.2 13 0 0 0 -3 0 13 49 9 0 0 0 0
"Sheldon Dries" "C" 20212022 "Vancouver Canucks" 14.1 11 2 1 3 -3 0 17 9 6 0 0 0 0
"Thomas Bordeleau" "C" 20212022 "San Jose Sharks" 14.1 8 0 5 5 -1 0 13 3 4 0 0 0 0
"Anton Khudobin" "G" 20212022 "Dallas Stars" 14.05 9 0 0 0 0 0 0 0 0 3 28 203 0
"Kristian Reichel" "C" 20212022 "Winnipeg Jets" 13.8 13 1 1 2 -2 0 18 14 10 0 0 0 0
"Owen Power" "D" 20212022 "Buffalo Sabres" 13.8 8 2 1 3 3 0 10 1 9 0 0 0 0
"Collin Delia" "G" 20212022 "Chicago Blackhawks" 13.8 8 0 0 0 0 0 0 0 0 1 22 196 0
"Grant Hutton" "D" 20212022 "New York Islanders" 13.7 16 1 0 1 -1 0 22 15 12 0 0 0 0
"Bobby Brink" "W" 20212022 "Philadelphia Flyers" 13.7 10 0 4 4 -5 0 18 15 2 0 0 0 0
"Jack Studnicka" "C" 20212022 "Boston Bruins" 13.6 15 0 3 3 -5 0 21 17 5 0 0 0 0
"John Leonard" "W" 20212022 "San Jose Sharks" 13.5 14 1 1 2 -5 0 25 13 8 0 0 0 0
"Tanner Kero" "C" 20212022 "Dallas Stars" 12.4 23 0 3 3 -5 0 14 12 9 0 0 0 0
"Dennis Cholowski" "D" 20212022 "Washington Capitals" 12.2 11 0 3 3 -3 0 11 5 13 0 0 0 0
"Paul Cotter" "C" 20212022 "Vegas Golden Knights" 12.2 7 2 0 2 1 0 11 17 1 0 0 0 0
"Sean Walker" "D" 20212022 "Los Angeles Kings" 11.8 6 0 2 2 -1 0 18 9 9 0 0 0 0
"Hayden Hodgson" "W" 20212022 "Philadelphia Flyers" 11.7 6 1 2 3 -1 0 10 12 2 0 0 0 0
"Gabriel Fortier" "W" 20212022 "Tampa Bay Lightning" 11.5 10 1 0 1 -2 0 14 24 5 0 0 0 0
"Felix Sandstrom" "G" 20212022 "Philadelphia Flyers" 11.35 5 0 0 0 0 0 0 0 0 0 16 161 0
"Noah Juulsen" "D" 20212022 "Vancouver Canucks" 11.3 8 0 2 2 -4 0 6 20 11 0 0 0 0
"Kiefer Sherwood" "W" 20212022 "Colorado Avalanche" 11.3 11 1 1 2 3 0 9 12 4 0 0 0 0
"Jordan Harris" "D" 20212022 "Montréal Canadiens" 11 10 1 0 1 3 0 9 10 11 0 0 0 0
"William Eklund" "C" 20212022 "San Jose Sharks" 10.7 9 0 4 4 -3 0 8 4 4 0 0 0 0
"Louis Domingue" "G" 20212022 "Pittsburgh Penguins" 10.65 2 0 0 0 0 0 0 0 0 1 4 79 0
"Mackenzie MacEachern" "W" 20212022 "St. Louis Blues" 10.6 14 0 2 2 -1 0 14 19 1 0 0 0 0
"Libor Hajek" "D" 20212022 "New York Rangers" 10.6 17 0 1 1 -10 0 12 7 26 0 0 0 0
"Christian Wolanin" "D" 20212022 "Buffalo Sabres" 10.6 9 1 1 2 -1 0 5 5 13 0 0 0 0
"Brad Malone" "C" 20212022 "Edmonton Oilers" 10.5 8 1 1 2 -2 0 7 22 1 0 0 0 0
"Juuso Valimaki" "D" 20212022 "Calgary Flames" 10.5 9 0 2 2 0 0 11 8 9 0 0 0 0
"Zach Sawchenko" "G" 20212022 "San Jose Sharks" 10.4 7 0 0 0 0 0 0 0 0 1 15 136 0
"John Moore" "D" 20212022 "Boston Bruins" 10.1 7 0 1 1 2 1 7 9 11 0 0 0 0
"Daniil Tarasov" "G" 20212022 "Columbus Blue Jackets" 10 4 0 0 0 0 0 0 0 0 0 7 104 0
"Jack Drury" "C" 20212022 "Carolina Hurricanes" 9.5 2 2 0 2 3 0 6 4 2 0 0 0 0
"Jonas Johansson" "G" 20212022 "Colorado Avalanche" 9.5 11 0 0 0 0 0 0 0 0 3 38 226 0
"Pyotr Kochetkov" "G" 20212022 "Carolina Hurricanes" 9.45 3 0 0 0 0 0 0 0 0 3 6 55 0
"Jesper Froden" "W" 20212022 "Boston Bruins" 9.3 7 1 0 1 4 0 10 8 5 0 0 0 0
"Cayden Primeau" "G" 20212022 "Montréal Canadiens" 9.3 12 0 0 0 0 0 0 0 0 1 40 262 0
"Justin Barron" "D" 20212022 "Colorado Avalanche" 9.2 7 1 1 2 -3 0 13 5 5 0 0 0 0
"Olli Juolevi" "D" 20212022 "Florida Panthers" 9.1 18 0 0 0 -1 0 18 14 10 0 0 0 0
"Nikita Okhotiuk" "D" 20212022 "New Jersey Devils" 8.9 5 1 1 2 -2 0 5 16 1 0 0 0 0
"Kent Johnson" "C" 20212022 "Columbus Blue Jackets" 8.7 9 0 3 3 2 0 5 4 1 0 0 0 0
"Lukas Dostal" "G" 20212022 "Anaheim Ducks" 8.7 4 0 0 0 0 0 0 0 0 1 10 98 0
"Austin Strand" "D" 20212022 "Los Angeles Kings" 8.4 8 0 2 2 -1 0 9 7 5 0 0 0 0
"Jarred Tinordi" "D" 20212022 "New York Rangers" 8.3 7 1 0 1 -5 0 5 17 8 0 0 0 0
"Trey Fix-Wolansky" "W" 20212022 "Columbus Blue Jackets" 8.3 6 1 1 2 -1 0 5 7 4 0 0 0 0
"Josh Archibald" "W" 20212022 "Edmonton Oilers" 8.2 8 0 1 1 -2 0 4 27 2 0 0 0 0
"Josiah Slavin" "W" 20212022 "Chicago Blackhawks" 8.2 15 0 1 1 0 0 13 12 4 0 0 0 0
"Zac Jones" "D" 20212022 "New York Rangers" 8.2 12 0 2 2 -7 0 8 4 13 0 0 0 0
"Mathieu Olivier" "W" 20212022 "Nashville Predators" 7.9 10 0 1 1 -3 0 5 23 4 0 0 0 0
"Cale Fleury" "D" 20212022 "Seattle Kraken" 7.9 9 0 0 0 -3 0 4 19 14 0 0 0 0
"Otto Koivula" "W" 20212022 "New York Islanders" 7.8 8 0 2 2 -2 0 8 8 4 0 0 0 0
"Riley Damiani" "C" 20212022 "Dallas Stars" 7.8 7 1 1 2 0 0 10 4 0 0 0 0 0
"Daniil Miromanov" "D" 20212022 "Vegas Golden Knights" 7.8 11 0 1 1 0 0 15 5 6 0 0 0 0
"Jake Christiansen" "D" 20212022 "Columbus Blue Jackets" 7.7 8 1 0 1 1 0 4 9 6 0 0 0 0
"Cody Glass" "C" 20212022 "Nashville Predators" 7.6 8 0 1 1 0 0 9 13 4 0 0 0 0
"Alex Belzile" "W" 20212022 "Montréal Canadiens" 7.5 11 0 0 0 0 0 13 17 5 0 0 0 0
"Nicholas Robertson" "W" 20212022 "Toronto Maple Leafs" 7.2 10 1 0 1 -4 0 14 10 2 0 0 0 0
"Carey Price" "G" 20212022 "Montréal Canadiens" 7.1 5 0 0 0 0 0 0 0 0 1 18 130 0
"Austin Poganski" "W" 20212022 "Winnipeg Jets" 7 16 0 0 0 -3 0 9 23 5 0 0 0 0
"Riley Tufte" "W" 20212022 "Dallas Stars" 7 10 1 0 1 0 0 5 9 4 0 0 0 0
"Linus Hogberg" "D" 20212022 "Philadelphia Flyers" 7 5 0 2 2 0 0 3 0 8 0 0 0 0
"Nicholas Abruzzese" "C" 20212022 "Toronto Maple Leafs" 6.6 9 1 0 1 -1 0 8 7 3 0 0 0 0
"Jack Quinn" "W" 20212022 "Buffalo Sabres" 6.5 2 1 1 2 0 0 6 0 1 0 0 0 0
"Alexander Holtz" "W" 20212022 "New Jersey Devils" 6.5 9 0 2 2 -5 0 12 5 2 0 0 0 0
"Andy Andreoff" "C" 20212022 "New York Islanders" 6.4 6 1 0 1 -1 0 6 11 1 0 0 0 0
"Jack Ahcan" "D" 20212022 "Boston Bruins" 6.2 6 1 0 1 -3 0 5 8 5 0 0 0 0
"Carl Dahlstrom" "D" 20212022 "Toronto Maple Leafs" 6.2 3 0 2 2 2 0 4 1 2 0 0 0 0
"Santeri Hatakka" "D" 20212022 "San Jose Sharks" 6.2 9 0 2 2 -5 0 3 5 7 0 0 0 0
"Alex Lyon" "G" 20212022 "Carolina Hurricanes" 6.05 2 0 0 0 0 0 0 0 0 1 6 59 0
"Clark Bishop" "C" 20212022 "Ottawa Senators" 6 9 0 1 1 -3 0 8 12 3 0 0 0 0
"Hendrix Lapierre" "C" 20212022 "Washington Capitals" 5.8 6 1 0 1 2 0 7 1 2 0 0 0 0
"Egor Zamula" "D" 20212022 "Philadelphia Flyers" 5.7 10 0 0 0 -6 0 4 5 19 0 0 0 0
"Jackson Cates" "C" 20212022 "Philadelphia Flyers" 5.7 11 1 0 1 -2 0 8 4 3 0 0 0 0
"Alexander True" "C" 20212022 "Seattle Kraken" 5.6 8 0 0 0 -2 0 6 22 2 0 0 0 0
"Connor Ingram" "G" 20212022 "Nashville Predators" 5.2 3 0 0 0 0 0 0 0 0 1 11 80 0
"Jacob Bernard-Docker" "D" 20212022 "Ottawa Senators" 5.2 8 0 1 1 1 0 6 4 3 0 0 0 0
"Tim Gettinger" "W" 20212022 "New York Rangers" 5.1 8 0 0 0 0 0 3 15 5 0 0 0 0
"Max McCormick" "W" 20212022 "Seattle Kraken" 5 10 0 0 0 1 0 8 11 3 0 0 0 0
"Andrew Poturalski" "C" 20212022 "Carolina Hurricanes" 4.8 2 0 2 2 -1 0 4 0 1 0 0 0 0
"Jeremy Davies" "D" 20212022 "Nashville Predators" 4.8 6 0 2 2 -5 0 5 5 1 0 0 0 0
"Keith Kinkaid" "G" 20212022 "New York Rangers" 4.75 1 0 0 0 0 0 0 0 0 1 2 29 0
"Hudson Fasching" "W" 20212022 "Arizona Coyotes" 4.7 11 0 0 0 -3 0 3 16 6 0 0 0 0
"Dillon Heatherington" "D" 20212022 "Ottawa Senators" 4.7 9 0 0 0 -1 0 4 18 2 0 0 0 0
"Jakub Galvas" "D" 20212022 "Chicago Blackhawks" 4.7 6 0 0 0 0 0 8 2 9 0 0 0 0
"Richard Panik" "W" 20212022 "New York Islanders" 4.6 4 0 1 1 -2 0 4 9 2 0 0 0 0
"Ian Mitchell" "D" 20212022 "Chicago Blackhawks" 4.6 8 0 1 1 -3 0 2 2 9 0 0 0 0
"Mads Sogaard" "G" 20212022 "Ottawa Senators" 4.4 2 0 0 0 0 0 0 0 0 1 6 48 0
"Calvin Pickard" "G" 20212022 "Detroit Red Wings" 4.25 3 0 0 0 0 0 0 0 0 1 9 63 0
"Cole Smith" "W" 20212022 "Nashville Predators" 4.2 8 0 0 0 -3 0 3 21 1 0 0 0 0
"Danny O'Regan" "C" 20212022 "Anaheim Ducks" 3.9 5 0 1 1 -1 0 2 3 4 0 0 0 0
"Maxime Lajoie" "D" 20212022 "Carolina Hurricanes" 3.9 5 0 0 0 2 0 6 3 5 0 0 0 0
"Connor Bunnaman" "C" 20212022 "Philadelphia Flyers" 3.9 15 0 0 0 -7 0 10 17 2 0 0 0 0
"Jack Rathbone" "D" 20212022 "Vancouver Canucks" 3.9 9 0 0 0 -5 0 10 5 8 0 0 0 0
"Jacob Larsson" "D" 20212022 "Anaheim Ducks" 3.8 6 0 1 1 -3 0 5 1 5 0 0 0 0
"Adam Raska" "W" 20212022 "San Jose Sharks" 3.7 5 0 0 0 1 0 2 15 0 0 0 0 0
"Malcolm Subban" "G" 20212022 "Buffalo Sabres" 3.65 4 0 0 0 0 0 0 0 0 0 17 115 0
"Connor Mackey" "D" 20212022 "Calgary Flames" 3.6 3 0 1 1 -1 0 4 4 1 0 0 0 0
"Dylan Sikura" "W" 20212022 "Colorado Avalanche" 3.5 5 0 1 1 0 0 3 0 3 0 0 0 0
"Lukas Reichel" "W" 20212022 "Chicago Blackhawks" 3.5 11 0 1 1 -8 0 15 0 3 0 0 0 0
"Kristians Rubins" "D" 20212022 "Toronto Maple Leafs" 3.4 3 0 0 0 -2 0 5 12 2 0 0 0 0
"Jaret Anderson-Dolan" "C" 20212022 "Los Angeles Kings" 3.4 7 0 0 0 -3 0 5 12 3 0 0 0 0
"Conor Timmins" "D" 20212022 "Arizona Coyotes" 3.3 6 0 0 0 -6 0 5 7 9 0 0 0 0
"Shane Pinto" "C" 20212022 "Ottawa Senators" 3.3 5 0 1 1 0 0 5 0 1 0 0 0 0
"Reilly Walsh" "D" 20212022 "New Jersey Devils" 3 1 0 1 1 0 0 2 0 2 0 0 0 0
"Chase Priskie" "D" 20212022 "Florida Panthers" 2.9 4 0 0 0 2 0 4 3 3 0 0 0 0
"Fredrik Karlstrom" "C" 20212022 "Dallas Stars" 2.8 3 0 1 1 2 0 1 0 0 0 0 0 0
"Joey Anderson" "W" 20212022 "Toronto Maple Leafs" 2.6 5 0 0 0 0 0 10 3 0 0 0 0 0
"Alex Steeves" "C" 20212022 "Toronto Maple Leafs" 2.6 3 0 1 1 -1 0 2 1 1 0 0 0 0
"Magnus Hellberg" "G" 20212022 "Detroit Red Wings" 2.6 1 0 0 0 0 0 0 0 0 1 3 20 0
"Chris Wagner" "W" 20212022 "Boston Bruins" 2.3 1 0 0 0 -1 0 2 11 0 0 0 0 0
"Cooper Marody" "C" 20212022 "Edmonton Oilers" 2.2 1 0 1 1 0 0 1 0 0 0 0 0 0
"Markus Nutivaara" "D" 20212022 "Florida Panthers" 2.2 1 0 1 1 0 0 0 1 0 0 0 0 0
"Stefan Noesen" "W" 20212022 "Carolina Hurricanes" 2.1 2 0 0 0 1 0 4 5 0 0 0 0 0
"CJ Suess" "W" 20212022 "Winnipeg Jets" 1.9 3 0 0 0 0 0 0 2 5 0 0 0 0
"Arvid Soderblom" "G" 20212022 "Chicago Blackhawks" 1.9 3 0 0 0 0 0 0 0 0 0 13 82 0
"Kevin Stenlund" "C" 20212022 "Columbus Blue Jackets" 1.6 3 0 0 0 0 0 3 2 2 0 0 0 0
"Declan Chisholm" "D" 20212022 "Winnipeg Jets" 1.6 2 0 0 0 1 0 4 1 1 0 0 0 0
"Dan Renouf" "D" 20212022 "Detroit Red Wings" 1.4 4 0 0 0 -2 0 3 4 2 0 0 0 0
"Isaak Phillips" "D" 20212022 "Chicago Blackhawks" 1.4 4 0 0 0 -1 0 4 3 1 0 0 0 0
"Brett Seney" "W" 20212022 "Toronto Maple Leafs" 1.4 2 0 0 0 0 0 1 3 2 0 0 0 0
"JJ Peterka" "W" 20212022 "Buffalo Sabres" 1.4 2 0 0 0 0 0 3 1 2 0 0 0 0
"Pheonix Copley" "G" 20212022 "Washington Capitals" 1.4 2 0 0 0 0 0 0 0 0 0 5 36 0
"Ben Jones" "C" 20212022 "Vegas Golden Knights" 1.3 2 0 0 0 0 0 1 4 1 0 0 0 0
"Sean Day" "D" 20212022 "Tampa Bay Lightning" 1.2 2 0 0 0 -2 0 2 4 2 0 0 0 0
"Riley Barber" "W" 20212022 "Detroit Red Wings" 1.1 4 0 0 0 -2 0 4 3 1 0 0 0 0
"Miles Wood" "W" 20212022 "New Jersey Devils" 1.1 3 0 0 0 -2 0 2 5 1 0 0 0 0
"Chase De Leo" "W" 20212022 "New Jersey Devils" 1.1 2 0 0 0 -1 0 2 5 0 0 0 0 0
"Glenn Gawdin" "C" 20212022 "Calgary Flames" 1.1 2 0 0 0 0 0 3 1 1 0 0 0 0
"Wyatt Kalynuk" "D" 20212022 "Chicago Blackhawks" 1.1 5 0 0 0 -3 0 1 9 0 0 0 0 0
"Joey Daccord" "G" 20212022 "Seattle Kraken" 1.05 5 0 0 0 0 0 0 0 0 0 21 119 0
"Andrew Agozzino" "W" 20212022 "Ottawa Senators" 1 1 0 0 0 0 0 1 4 0 0 0 0 0
"Rhett Gardner" "C" 20212022 "Dallas Stars" 1 4 0 0 0 -1 0 0 5 1 0 0 0 0
"Hunter Drew" "D" 20212022 "Anaheim Ducks" 1 2 0 0 0 0 0 0 5 0 0 0 0 0
"Cole Schwindt" "W" 20212022 "Florida Panthers" 1 3 0 0 0 -4 0 3 5 2 0 0 0 0
"Tyce Thompson" "W" 20212022 "New Jersey Devils" 1 2 0 0 0 0 0 3 2 0 0 0 0 0
"Turner Elson" "C" 20212022 "Detroit Red Wings" 0.8 2 0 0 0 -1 0 1 3 1 0 0 0 0
"Linus Sandin" "W" 20212022 "Philadelphia Flyers" 0.8 1 0 0 0 0 0 1 0 2 0 0 0 0
"Tanner Laczynski" "C" 20212022 "Philadelphia Flyers" 0.6 1 0 0 0 -1 0 0 3 1 0 0 0 0
"Cole Reinhardt" "W" 20212022 "Ottawa Senators" 0.6 1 0 0 0 0 0 1 2 0 0 0 0 0
"Viktor Lodin" "C" 20212022 "Ottawa Senators" 0.6 1 0 0 0 0 0 3 0 0 0 0 0 0
"Jeff Malott" "W" 20212022 "Winnipeg Jets" 0.6 1 0 0 0 0 0 0 3 0 0 0 0 0
"Michael Hutchinson" "G" 20212022 "Toronto Maple Leafs" 0.599999999999999 2 0 0 0 0 0 0 0 0 0 6 36 0
"Madison Bowey" "D" 20212022 "Vancouver Canucks" 0.5 2 0 0 0 -3 0 0 4 2 0 0 0 0
"Ty Dellandrea" "C" 20212022 "Dallas Stars" 0.5 1 0 0 0 -1 0 1 3 0 0 0 0 0
"Seth Griffith" "C" 20212022 "Edmonton Oilers" 0.5 1 0 0 0 1 0 0 1 0 0 0 0 0
"Max Jones" "W" 20212022 "Anaheim Ducks" 0.5 2 0 0 0 -1 0 2 2 0 0 0 0 0
"Zac Dalpe" "C" 20212022 "Florida Panthers" 0.4 1 0 0 0 -1 0 0 2 1 0 0 0 0
"Bryce Kindopp" "W" 20212022 "Anaheim Ducks" 0.4 1 0 0 0 0 0 2 0 0 0 0 0 0
"Paul LaDue" "D" 20212022 "New York Islanders" 0.3 1 0 0 0 -2 0 1 2 1 0 0 0 0
"Wade Allison" "W" 20212022 "Philadelphia Flyers" 0.3 1 0 0 0 -1 0 2 1 0 0 0 0 0
"Michael Eyssimont" "C" 20212022 "Winnipeg Jets" 0.2 1 0 0 0 0 0 1 0 0 0 0 0 0
"Nicolas Beaudin" "D" 20212022 "Chicago Blackhawks" 0.2 2 0 0 0 -1 0 1 0 1 0 0 0 0
"Jordan Gross" "D" 20212022 "Colorado Avalanche" 0.2 1 0 0 0 0 0 0 1 0 0 0 0 0
"Pavel Dorofeyev" "W" 20212022 "Vegas Golden Knights" 0.2 2 0 0 0 -1 0 1 0 1 0 0 0 0
"Brandon Biro" "W" 20212022 "Buffalo Sabres" 0.2 1 0 0 0 0 0 0 1 0 0 0 0 0
"Sheldon Rempal" "W" 20212022 "Vancouver Canucks" 0.1 1 0 0 0 -1 0 2 0 0 0 0 0 0
"Liam Foudy" "C" 20212022 "Columbus Blue Jackets" 0.1 1 0 0 0 -1 0 1 1 0 0 0 0 0
"Artemi Kniazev" "D" 20212022 "San Jose Sharks" 5.55111512312578e-17 1 0 0 0 -2 0 2 1 0 0 0 0 0
"Guillaume Brisebois" "D" 20212022 "Vancouver Canucks" 0 1 0 0 0 -1 0 0 0 1 0 0 0 0
"David Gustafsson" "C" 20212022 "Winnipeg Jets" 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Jacob Perreault" "W" 20212022 "Anaheim Ducks" 0 1 0 0 0 -1 0 0 0 1 0 0 0 0
